"index_col","Company","TypeName","Inches","screen_size","resolution_width","resolution_height","ips_panel","touchscreen","cpu_brand","cpu_name","cpu_speed","Ram","memory_type","primary_storage","secondary_storage","gpu_brand","OpSys","Weight","price","ppi"
564,"Dell","Workstation",15.6,"medium",1920,1080,0,1,"Intel","Core i7",2.8,8,"SSD","256","0","Nvidia","windows",2.06,93933,141
565,"Lenovo","Notebook",15.6,"medium",1366,768,0,0,"AMD","A6-Series 7310",2.0,4,"HDD","500","0","AMD","windows",2.19,15877,100
566,"Mediacom","Notebook",14.0,"medium",1920,1200,1,0,"Intel","Atom Z8350",1.9,4,"HDD","32","0","Intel","windows",1.4,14119,162
567,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",1.6,4,"HDD","1024","0","AMD","windows",2.2,41345,141
568,"HP","Notebook",17.3,"large",1920,1080,0,0,"Intel","Core i7",2.7,8,"SSD","256","0","Nvidia","windows",2.63,63936,127
569,"Lenovo","Ultrabook",14.0,"medium",2560,1440,1,0,"Intel","Core i7",2.5,64,"SSD","512","0","Intel","windows",1.17,89864,210
570,"Fujitsu","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",2.2,42571,100
571,"HP","2 in 1 Convertible",13.3,"small",1366,768,1,1,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.58,44574,118
572,"HP","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i5",2.3,4,"HDD","500","0","Intel","windows",1.88,49657,100
573,"Lenovo","Ultrabook",14.0,"medium",1920,1080,1,0,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.32,79867,157
574,"HP","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.7,8,"SSD","256","0","Intel","windows",1.84,64948,141
575,"Mediacom","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Atom x5-Z8350",1.4,2,"Flash Storage","32","0","Intel","windows",1.4,12734,157
576,"Dell","Gaming",17.3,"large",3840,2160,0,0,"Intel","Core i7",2.8,32,"Hybrid","1024","1024","Nvidia","windows",4.36,194973,255
577,"HP","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i3",2.4,4,"HDD","500","0","Intel","windows",2.1,35617,100
578,"MSI","Gaming",17.3,"large",1920,1080,0,0,"Intel","Core i7",2.8,8,"SSD","256","0","Nvidia","windows",2.7,71875,127
579,"MSI","Gaming",17.3,"large",1920,1080,0,0,"Intel","Core i7",2.8,8,"Hybrid","128","1024","Nvidia","windows",2.7,71847,127
580,"Lenovo","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,4,"SSD","128","0","Intel","N/A",2.2,24935,141
581,"Lenovo","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i5",2.5,4,"HDD","1024","0","Intel","N/A",1.9,26102,100
582,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.7,8,"SSD","256","0","AMD","linux",2.33,41498,141
583,"Dell","2 in 1 Convertible",13.3,"small",1920,1080,0,1,"Intel","Core i3",2.4,4,"HDD","1024","0","Intel","windows",1.71,34579,166
584,"Asus","2 in 1 Convertible",13.3,"small",1920,1080,0,1,"Intel","Core i5",2.5,6,"HDD","1024","0","Intel","windows",1.5,34046,166
585,"Dell","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i5",2.5,8,"HDD","1024","0","AMD","linux",2.32,31410,100
586,"HP","Ultrabook",15.6,"medium",1920,1080,0,0,"AMD","A9-Series 9420",3.0,4,"SSD","256","0","AMD","windows",1.91,26587,141
587,"Asus","Ultrabook",14.0,"medium",1920,1080,0,0,"Intel","Core i7",2.7,16,"SSD","512","0","Intel","windows",11.1,101232,157
588,"HP","Notebook",15.6,"medium",1920,1080,0,0,"AMD","A9-Series 9420",3.0,4,"HDD","1024","0","AMD","windows",2.1,26054,141
589,"Lenovo","Notebook",15.6,"medium",1920,1080,1,0,"Intel","Core i7",1.8,8,"SSD","256","0","AMD","windows",2.1,65511,141
590,"Acer","Gaming",17.3,"large",1920,1080,1,0,"Intel","Core i7",2.6,16,"Hybrid","128","1024","Nvidia","windows",4.2,103097,127
591,"Dell","Gaming",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.8,16,"Hybrid","256","1024","Nvidia","windows",2.62,78801,141
592,"Dell","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i5",2.5,12,"HDD","1024","0","Intel","windows",2.25,34579,100
593,"Lenovo","Notebook",14.0,"medium",1920,1080,1,0,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.9,49977,157
594,"HP","Notebook",15.6,"medium",1920,1080,0,0,"AMD","A9-Series A9-9420",3.0,6,"Hybrid","128","1024","AMD","windows",2.1,34632,141
595,"Lenovo","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",1.6,4,"SSD","256","0","Intel","windows",1.8,44169,141
596,"Dell","Workstation",15.6,"medium",3840,2160,0,1,"Intel","Core i7",2.8,8,"SSD","256","0","Nvidia","windows",1.78,144495,282
597,"Acer","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i5",2.5,4,"HDD","500","0","Intel","windows",2.4,29784,100
598,"Lenovo","Notebook",13.3,"small",1920,1080,1,0,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.44,51149,166
599,"Lenovo","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i3",2.0,4,"HDD","1024","0","Nvidia","windows",2.2,30849,141
600,"Lenovo","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.7,4,"HDD","1024","0","Intel","windows",1.85,41505,141
601,"HP","Workstation",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.8,16,"SSD","256","0","Nvidia","windows",2.6,128884,141
602,"Asus","Notebook",15.6,"medium",1366,768,0,0,"Intel","Celeron Dual",1.1,8,"HDD","1024","0","Intel","windows",2.0,21259,100
603,"Dell","2 in 1 Convertible",13.3,"small",1920,1080,0,1,"Intel","Core i5",1.6,8,"HDD","1024","0","Intel","windows",1.55,35112,166
604,"Asus","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"HDD","1024","0","Nvidia","windows",1.99,48305,141
605,"MSI","Gaming",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.8,16,"Hybrid","256","1024","Nvidia","windows",1.8,111594,141
606,"Acer","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i3",2.0,4,"HDD","500","0","Intel","windows",2.4,21887,100
607,"Lenovo","Ultrabook",14.0,"medium",2560,1440,1,0,"Intel","Core i7",2.7,16,"SSD","1024","0","Intel","windows",1.13,139860,210
608,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.7,8,"Hybrid","128","1024","Nvidia","windows",2.0,64309,141
609,"Dell","Ultrabook",13.3,"small",3200,1800,0,1,"Intel","Core i5",1.6,8,"SSD","256","0","Intel","windows",1.23,99580,276
610,"Dell","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i3",2.0,8,"SSD","256","0","Intel","windows",2.0,35431,100
611,"Lenovo","Notebook",15.6,"medium",1366,768,0,0,"Intel","Celeron Dual",1.1,4,"HDD","1024","0","Intel","windows",2.2,16304,100
612,"Lenovo","Notebook",14.0,"medium",1366,768,0,0,"Intel","Celeron Dual",1.6,2,"Flash Storage","32","0","Intel","windows",1.42,13267,112
613,"Toshiba","Notebook",14.0,"medium",1920,1080,1,1,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.25,81785,157
614,"Lenovo","2 in 1 Convertible",14.0,"medium",1920,1080,0,1,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.7,53227,157
615,"Asus","Gaming",17.3,"large",1920,1080,0,0,"Intel","Core i7",2.8,16,"Hybrid","256","1024","Nvidia","windows",2.9,81465,127
616,"Lenovo","2 in 1 Convertible",13.3,"small",1920,1080,1,1,"Intel","Core i7",2.7,8,"SSD","256","0","Intel","windows",1.37,93635,166
617,"Lenovo","Workstation",15.6,"medium",3840,2160,1,0,"Intel","Core i7",2.8,16,"SSD","1024","0","Nvidia","windows",2.5,175771,282
618,"Lenovo","Notebook",25.6,"large",1920,1080,1,0,"Intel","Core i5",1.6,8,"Hybrid","256","1024","AMD","windows",2.1,60979,86
619,"Acer","Notebook",14.0,"medium",1366,768,0,0,"Intel","Celeron Dual",1.6,2,"Flash Storage","32","0","Intel","other",1.68,17582,112
620,"Samsung","Ultrabook",13.3,"small",1920,1080,0,0,"Intel","Core i7",2.7,16,"SSD","256","0","Intel","windows",0.81,87859,166
621,"Acer","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.8,8,"SSD","256","0","Nvidia","linux",2.5,46833,141
622,"Dell","Notebook",14.0,"medium",1366,768,0,0,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.6,60031,112
623,"MSI","Gaming",17.3,"large",1920,1080,0,0,"Intel","Core i7",2.8,16,"Hybrid","256","1024","Nvidia","windows",2.8,119827,127
624,"HP","Workstation",17.3,"large",1920,1080,1,0,"Intel","Xeon E3-1535M",2.9,16,"SSD","256","0","Nvidia","windows",3.0,233846,127
625,"Lenovo","Netbook",11.6,"small",1366,768,0,1,"Intel","Celeron Dual",1.6,4,"SSD","128","0","Intel","windows",1.4,25308,135
626,"HP","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.4,8,"SSD","256","0","Intel","windows",1.84,101232,141
627,"Asus","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i5",2.3,4,"HDD","1024","0","Nvidia","N/A",2.45,30849,100
628,"Dell","Notebook",15.6,"medium",3840,2160,0,1,"Intel","Core i7",2.8,16,"SSD","1024","0","Nvidia","windows",2.06,127819,282
629,"Asus","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i7",2.7,4,"SSD","256","0","Intel","windows",2.37,45283,100
630,"Lenovo","2 in 1 Convertible",13.3,"small",3200,1800,1,1,"Intel","Core i5",1.8,8,"SSD","256","0","Intel","windows",1.3,63883,276
631,"HP","Notebook",15.6,"medium",1920,1080,1,0,"Intel","Core i5",2.5,8,"Hybrid","128","1024","Nvidia","windows",2.2,58555,141
632,"Asus","Ultrabook",14.0,"medium",1920,1080,0,0,"Intel","Core i7",2.7,8,"SSD","512","0","Intel","windows",1.1,99793,157
633,"Lenovo","Gaming",15.6,"medium",1920,1080,1,0,"Intel","Core i7",2.8,8,"Hybrid","128","1024","Nvidia","windows",2.5,59088,141
634,"HP","Workstation",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.6,8,"SSD","256","0","Nvidia","windows",2.59,83170,141
635,"Toshiba","Ultrabook",13.3,"small",1920,1080,0,0,"Intel","Core i7",2.5,16,"SSD","512","0","Intel","windows",1.2,93080,166
636,"Dell","Gaming",15.6,"medium",3840,2160,1,0,"Intel","Core i7",2.8,16,"Hybrid","256","1024","Nvidia","windows",4.42,152860,282
637,"Acer","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i5",2.5,4,"SSD","256","0","Intel","windows",2.1,31915,100
638,"Dell","Ultrabook",14.0,"medium",1920,1080,0,0,"Intel","Core i7",2.8,8,"SSD","512","0","Intel","windows",1.36,89510,157
639,"Lenovo","Gaming",15.6,"medium",1920,1080,1,0,"Intel","Core i7",2.8,8,"Hybrid","128","1024","Nvidia","windows",2.5,55837,141
640,"Acer","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Celeron Quad",1.1,4,"Flash Storage","32","0","Intel","windows",1.6,17529,157
641,"Lenovo","Notebook",35.6,"large",1920,1080,0,0,"Intel","Core i3",2.0,4,"HDD","500","0","Intel","windows",2.2,21792,62
642,"Dell","Ultrabook",12.5,"small",1920,1080,0,0,"Intel","Core i7",2.8,16,"SSD","256","0","Intel","windows",1.18,99048,176
643,"Lenovo","Notebook",11.6,"small",1366,768,0,0,"Intel","Celeron Dual",1.1,2,"Flash Storage","32","0","Intel","windows",1.15,16221,135
644,"MSI","Gaming",17.3,"large",1920,1080,0,0,"Intel","Core i7",2.7,16,"Hybrid","128","1024","Nvidia","windows",4.14,117163,127
645,"Google","Ultrabook",12.3,"small",2400,1600,0,1,"Intel","Core i5",1.2,8,"SSD","256","0","Intel","other",1.1,83064,235
646,"Dell","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i3",2.0,4,"HDD","1024","0","AMD","linux",2.18,24775,100
647,"Asus","Ultrabook",13.3,"small",3200,1800,1,0,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.2,60153,276
648,"Lenovo","Workstation",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.8,8,"SSD","512","0","Nvidia","windows",2.67,102564,141
649,"HP","Notebook",17.0,"large",1600,900,0,0,"AMD","A9-Series 9420",3.0,8,"HDD","1024","0","AMD","windows",2.6,27754,108
650,"Dell","Notebook",13.3,"small",1366,768,0,0,"Intel","Core i3",2.0,4,"HDD","500","0","Intel","windows",1.65,45235,118
651,"Acer","Notebook",13.3,"small",1366,768,0,0,"Intel","Core i5",2.3,4,"SSD","128","0","Intel","windows",1.6,34898,118
652,"MSI","Gaming",15.6,"medium",3840,2160,0,0,"Intel","Core i7",2.8,16,"Hybrid","256","2048","Nvidia","windows",1.8,122491,282
653,"Lenovo","Ultrabook",14.0,"medium",1920,1080,1,0,"Intel","Core i7",2.7,16,"SSD","512","0","Intel","windows",1.14,130536,157
654,"Asus","Notebook",17.3,"large",1366,768,0,0,"Intel","Pentium Quad",1.1,4,"HDD","1024","0","Nvidia","windows",2.8,25060,91
655,"Dell","Gaming",15.6,"medium",3840,2160,1,1,"Intel","Core i7",2.6,16,"Hybrid","128","1024","Nvidia","windows",2.72,58555,282
656,"Asus","Gaming",15.6,"medium",1920,1080,1,0,"Intel","Core i7",2.8,8,"HDD","1024","0","Nvidia","N/A",2.5,62284,141
657,"Lenovo","Ultrabook",14.0,"medium",2560,1440,1,0,"Intel","Core i7",2.8,8,"SSD","512","0","Nvidia","windows",1.7,103523,210
658,"Acer","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i3",2.0,4,"HDD","500","0","Intel","windows",2.4,23976,100
659,"Samsung","Ultrabook",13.3,"small",1920,1080,0,1,"Intel","Core i7",2.7,8,"SSD","256","0","Intel","windows",1.31,85195,166
660,"Lenovo","Notebook",14.0,"medium",1366,768,0,0,"Intel","Celeron Dual",1.6,4,"Flash Storage","32","0","Intel","windows",1.43,14599,112
661,"Acer","Notebook",15.6,"medium",1366,768,0,0,"Intel","Pentium Quad",1.1,4,"HDD","1024","0","Intel","linux",2.1,15877,100
662,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.7,16,"","","0","AMD","windows",2.3,62938,141
663,"Acer","Ultrabook",14.0,"medium",1920,1080,1,0,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.8,48964,157
664,"Razer","Gaming",14.0,"medium",1920,1080,0,0,"Intel","Core i7",2.8,16,"SSD","256","0","Nvidia","windows",1.95,138475,157
665,"Toshiba","Notebook",13.3,"small",1920,1080,0,0,"Intel","Core i5",2.3,8,"SSD","256","0","Intel","windows",1.2,64629,166
666,"Samsung","2 in 1 Convertible",15.0,"medium",1920,1080,0,1,"Intel","Core i7",2.7,16,"SSD","256","0","AMD","windows",1.71,95851,147
667,"Lenovo","Ultrabook",12.5,"small",1920,1080,1,0,"Intel","Core i7",2.7,8,"SSD","256","0","Intel","windows",1.36,84396,176
668,"Toshiba","Notebook",14.0,"medium",1366,768,1,0,"Intel","Core i5",2.3,4,"SSD","128","0","Intel","windows",1.75,54346,112
669,"Asus","Gaming",17.3,"large",1920,1080,1,0,"Intel","Core i7",2.7,32,"SSD","512","0","Nvidia","windows",3.8,149131,127
670,"Dell","Gaming",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.8,8,"HDD","1024","0","Nvidia","windows",2.62,58555,141
671,"Acer","Gaming",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"HDD","1024","0","Nvidia","linux",2.4,37776,141
672,"Dell","Ultrabook",13.3,"small",1920,1080,0,0,"Intel","Core i5",1.6,8,"SSD","256","0","Intel","windows",1.2,77251,166
673,"Asus","2 in 1 Convertible",15.6,"medium",1920,1080,0,1,"Intel","Core i7",2.7,12,"HDD","2048","0","Nvidia","windows",2.3,44702,141
674,"Lenovo","Notebook",15.6,"medium",3840,2160,0,0,"Intel","Core i7",2.7,16,"SSD","512","0","Nvidia","windows",2.5,126274,282
675,"MSI","Gaming",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.8,8,"Hybrid","128","1024","Nvidia","windows",2.2,63499,141
676,"Acer","Notebook",14.0,"medium",1920,1080,1,0,"Intel","Core i3",2.4,4,"SSD","128","0","Intel","windows",1.8,33886,157
677,"HP","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i3",2.0,4,"HDD","500","0","Intel","N/A",1.86,19442,100
678,"Toshiba","Notebook",15.6,"medium",1920,1080,1,0,"Intel","Core i7",2.5,8,"SSD","256","0","Intel","windows",2.2,74539,141
679,"HP","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i3",2.0,4,"HDD","1024","0","AMD","windows",2.1,24988,141
680,"Razer","Gaming",14.0,"medium",1920,1080,0,0,"Intel","Core i7",2.8,16,"SSD","512","0","Nvidia","windows",1.95,154459,157
681,"Acer","2 in 1 Convertible",13.3,"small",1920,1080,1,1,"Intel","Core i7",2.5,8,"SSD","256","0","Intel","windows",1.6,42038,166
682,"Lenovo","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,6,"HDD","1024","0","Intel","windows",2.4,30050,141
683,"Asus","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Pentium Dual",1.1,8,"SSD","128","0","Intel","windows",2.0,31004,141
684,"Asus","2 in 1 Convertible",13.3,"small",1920,1080,1,1,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.27,49444,166
685,"Dell","Gaming",17.3,"large",1920,1080,1,0,"Intel","Core i7",2.8,32,"Hybrid","1024","1024","Nvidia","windows",4.42,191211,127
686,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,4,"SSD","256","0","AMD","linux",2.3,31909,141
687,"Toshiba","Notebook",15.6,"medium",1920,1080,1,0,"Intel","Core i5",2.5,8,"HDD","500","0","Intel","windows",2.0,56690,141
688,"Lenovo","2 in 1 Convertible",15.6,"medium",1920,1080,1,1,"Intel","Core i7",2.8,8,"SSD","256","0","Intel","windows",2.0,69211,141
689,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",1.8,8,"SSD","256","0","AMD","windows",6.2,48964,141
690,"Asus","Gaming",17.3,"large",1920,1080,1,0,"Intel","Core i7",2.6,16,"Hybrid","256","1024","Nvidia","windows",4.3,125208,127
691,"Dell","Notebook",13.3,"small",1366,768,0,0,"Intel","Core i3",2.0,4,"SSD","128","0","Intel","windows",1.65,36710,118
692,"Toshiba","Ultrabook",14.0,"medium",1920,1080,1,0,"Intel","Core i7",2.6,16,"SSD","512","0","Nvidia","windows",1.47,93986,157
693,"Acer","Notebook",14.0,"medium",1366,768,0,0,"Intel","Pentium Quad",1.6,4,"Flash Storage","128","0","Intel","windows",1.6,18595,112
694,"Lenovo","Notebook",15.6,"medium",1366,768,0,0,"Intel","Celeron Quad",1.6,8,"HDD","1024","0","Intel","N/A",2.2,17529,100
695,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",1.8,16,"Hybrid","256","2048","AMD","windows",2.2,60473,141
696,"Lenovo","Notebook",15.6,"medium",3840,2160,1,0,"Intel","Xeon E3-1535M",3.1,32,"SSD","1024","0","Nvidia","windows",2.5,261019,282
697,"Lenovo","Gaming",15.6,"medium",1920,1080,1,0,"Intel","Core i7",2.6,8,"Hybrid","128","1024","Nvidia","windows",3.31,63723,141
698,"HP","Ultrabook",14.0,"medium",1920,1080,0,0,"Intel","Core i7",2.5,8,"SSD","256","0","Intel","windows",1.43,79920,157
699,"Lenovo","Ultrabook",14.0,"medium",1920,1080,0,0,"Intel","Core i7",2.7,16,"SSD","512","0","Intel","windows",1.7,122491,157
700,"Dell","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i5",2.5,8,"HDD","1024","0","Intel","windows",2.14,28769,100
701,"Dell","Gaming",17.3,"large",3840,2160,1,0,"Intel","Core i7",2.8,32,"Hybrid","512","1024","Nvidia","windows",4.42,167692,255
702,"MSI","Gaming",14.0,"medium",1920,1080,1,0,"Intel","Core i7",2.8,16,"Hybrid","256","1024","Nvidia","windows",1.6,100752,157
703,"MSI","Gaming",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"Hybrid","128","1024","Nvidia","windows",2.2,58022,141
704,"Lenovo","Ultrabook",14.0,"medium",1920,1080,1,0,"Intel","Core i7",1.8,8,"SSD","256","0","AMD","windows",1.75,64755,157
705,"Dell","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Core i5",2.4,8,"SSD","256","0","Intel","windows",1.56,65481,157
706,"Lenovo","2 in 1 Convertible",15.6,"medium",3840,2160,1,1,"Intel","Core i7",2.8,16,"SSD","512","0","Nvidia","windows",2.0,101179,282
707,"Lenovo","Notebook",15.6,"medium",1366,768,0,0,"Intel","Celeron Dual",1.1,4,"HDD","500","0","Intel","windows",2.2,22324,100
708,"Lenovo","Gaming",15.6,"medium",1920,1080,1,0,"Intel","Core i7",2.8,4,"HDD","1024","0","Nvidia","windows",2.4,53227,141
709,"Chuwi","Notebook",12.3,"small",2736,1824,1,0,"Intel","Celeron Quad",1.1,6,"Flash Storage","64","0","Intel","windows",1.4,23923,267
710,"Acer","Gaming",17.3,"large",1920,1080,1,0,"Intel","Core i7",2.8,16,"Hybrid","256","1024","Nvidia","windows",4.2,122491,127
711,"HP","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.9,8,"SSD","256","0","Intel","windows",2.31,76031,141
712,"Dell","Gaming",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.6,16,"HDD","1024","0","Nvidia","windows",2.59,46834,141
713,"Dell","Gaming",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"SSD","256","0","Nvidia","windows",2.62,52481,141
714,"Asus","Gaming",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.8,8,"Hybrid","128","1024","Nvidia","windows",2.24,71342,141
715,"Vero","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Celeron Dual",1.1,4,"Flash Storage","32","0","Intel","windows",1.22,10811,157
716,"Lenovo","2 in 1 Convertible",13.3,"small",1920,1080,1,1,"Intel","Core i7",2.7,8,"SSD","512","0","Intel","windows",1.37,104962,166
717,"Lenovo","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.3,4,"HDD","500","0","Intel","windows",2.2,28505,141
718,"Asus","Notebook",35.6,"large",1920,1080,0,0,"Intel","Core i3",2.4,8,"HDD","1024","0","Nvidia","linux",2.3,31808,62
719,"HP","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i3",2.0,6,"HDD","1024","0","AMD","windows",2.04,28718,141
720,"Dell","Gaming",27.3,"large",2560,1440,1,0,"Intel","Core i7",2.9,16,"Hybrid","256","1024","Nvidia","windows",4.42,149131,108
721,"Lenovo","2 in 1 Convertible",15.6,"medium",1920,1080,0,1,"Intel","Core i5",2.5,8,"SSD","256","0","AMD","windows",2.08,51096,141
722,"Dell","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i3",2.0,4,"HDD","1024","0","Intel","linux",2.18,23651,100
723,"MSI","Gaming",17.3,"large",1920,1080,0,0,"Intel","Core i7",2.8,8,"Hybrid","128","1024","Nvidia","windows",2.7,79215,127
724,"Apple","Ultrabook",12.0,"small",2304,1440,1,0,"Intel","Core M",1.2,8,"Flash Storage","512","0","Intel","macos",0.92,62071,226
725,"Dell","Gaming",15.6,"medium",1920,1080,1,0,"Intel","Core i7",2.8,8,"Hybrid","128","1024","Nvidia","windows",2.62,61752,141
726,"Toshiba","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i3",2.1,4,"SSD","128","0","Intel","windows",2.1,26533,100
727,"Dell","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i3",2.0,4,"HDD","1024","0","Intel","linux",2.25,19128,100
728,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",1.8,8,"Hybrid","256","2048","AMD","windows",2.02,60867,141
729,"HP","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.7,8,"HDD","1024","0","AMD","windows",2.1,39694,141
730,"Lenovo","2 in 1 Convertible",14.0,"medium",2560,1440,1,1,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.42,124142,210
731,"Dell","Ultrabook",14.0,"medium",1920,1080,0,0,"Intel","Core i7",2.8,8,"SSD","256","0","Intel","linux",1.6,58555,157
732,"Toshiba","Notebook",15.6,"medium",1920,1080,1,0,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",2.0,67026,141
733,"Asus","Notebook",14.0,"medium",1366,768,0,0,"Intel","Celeron Dual",1.1,4,"Flash Storage","32","0","Intel","windows",1.63,15931,112
734,"Dell","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i5",2.5,8,"SSD","128","0","Intel","windows",1.95,43157,100
735,"Lenovo","2 in 1 Convertible",13.9,"small",1920,1080,1,1,"Intel","Core i7",2.7,8,"SSD","256","0","Intel","windows",1.38,71875,158
736,"Acer","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i3",2.0,4,"SSD","128","0","Intel","linux",2.1,21951,100
737,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i3",2.0,8,"SSD","256","0","AMD","windows",2.0,39374,141
738,"HP","Workstation",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.8,8,"SSD","256","0","Nvidia","windows",3.14,110018,141
739,"Toshiba","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i5",2.3,4,"HDD","500","0","Intel","windows",2.1,41558,100
740,"Dell","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i3",2.0,4,"HDD","1024","0","AMD","windows",2.18,32714,100
741,"Asus","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",2.37,58555,141
742,"Microsoft","Ultrabook",13.5,"small",2256,1504,0,1,"Intel","Core i7",2.8,8,"SSD","256","0","Intel","windows",1.25,99519,201
743,"Dell","Ultrabook",13.3,"small",1920,1080,0,0,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.29,79867,166
744,"Lenovo","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"Hybrid","128","1024","AMD","windows",1.9,43580,141
745,"Dell","Notebook",15.6,"medium",3840,2160,0,1,"Intel","Core i5",2.5,8,"SSD","256","0","Nvidia","windows",2.06,93187,282
746,"HP","Notebook",15.6,"medium",1366,768,0,0,"AMD","A12-Series 9700P",2.5,8,"HDD","2048","0","AMD","windows",2.04,33513,100
747,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.6,8,"HDD","500","0","Intel","windows",1.9,49817,141
748,"Lenovo","2 in 1 Convertible",13.3,"small",1920,1080,1,1,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.3,55092,166
749,"Dell","Netbook",11.6,"small",1366,768,0,0,"Intel","Pentium Quad",1.1,4,"SSD","128","0","Intel","windows",1.63,39640,135
750,"Dell","2 in 1 Convertible",13.3,"small",3200,1800,0,1,"Intel","Core i7",1.3,8,"SSD","512","0","Intel","windows",1.24,107258,276
